# ID  glon  glat  vrad fe_h mg_fe o_fe 
2M17531277-2044526          7.91180   2.73062   19.370 -0.435  0.272  0.279 
2M17531283-1856196          9.47525   3.64515   56.183 -0.207  0.150  0.214 
2M17531339-2345037          5.32287   1.20608 -139.486  0.092  0.123  0.087 
2M17531372-3308560         -2.78026  -3.56096   35.890 -0.302  0.328  0.300 
2M17531378-3314142         -2.85657  -3.60579 -235.872 -0.831  0.324  0.303 
2M17531452-2435290          4.60090   0.77579 -110.348 -0.279  0.294  0.240 
2M17531460-3323285         -2.98833  -3.68599   52.638 -0.484  0.238  0.297 
2M17531475-3533209         -4.86300  -4.77693 -192.720 -0.068  0.193  0.224 
2M17531544-3305191         -2.72513  -3.53572   19.278 -0.160  0.251  0.226 
2M17531597-3303100         -2.69319  -3.51920 -158.276  0.006  0.191  0.122 
2M17531607-3007062         -0.15900  -2.03459 -177.804 -0.304  0.359  0.261 
2M17531608-3402501         -3.55342  -4.02135  -92.970 -0.244  0.278  0.237 
2M17531620-2922520          0.47703  -1.66117  -53.373 -0.555  0.375  0.277 
2M17531634-2120068          7.41190   2.42129   83.432 -0.787  0.293  0.256 
2M17531682-2104467          7.63344   2.54913 -102.633 -0.711  0.328  0.270 
2M17531685-3036411         -0.58291  -2.28686 -216.030 -0.234  0.264  0.231 
2M17531778-3252580         -2.54298  -3.43879  184.534  0.319  0.019  0.058 
2M17531784-3051441         -0.79758  -2.41696  151.948 -0.646  0.338  0.301 
2M17531794-3258219         -2.62048  -3.48474  121.722 -0.430  0.261  0.282 
2M17531821-2439509          4.54534   0.72680 -163.759  0.315  0.082  0.014 
2M17531857-2257218          6.01819   1.59234  188.740  0.122  0.076  0.071 
2M17531874-2457522          4.28754   0.57261   66.047  0.396  0.044  0.050 
2M17531877-2408039          5.00287   0.99386  203.102  0.412  0.010  0.016 
2M17531905-1833593          9.80975   3.81188  -93.759  0.218  0.080  0.057 
2M17531919-2422324          4.79578   0.87003   78.794 -0.082  0.286  0.181 
2M17531936-2337200          5.44544   1.25181  -79.488 -0.508  0.333  0.268 
2M17532090-2514343          4.05183   0.42428    9.735 -0.547  0.135  0.216 
2M17532094-2115230          7.48898   2.44582   32.558  0.268  0.069  0.020 
2M17532111-2917362          0.56173  -1.63208   -6.483 -0.193  0.284  0.231 
2M17532153-2243348          6.22203   1.69904  -11.084  0.284  0.056  0.025 
2M17532201-3040478         -0.63267  -2.33751  -84.836  0.514  0.052  0.010 
2M17532286-3038348         -0.59927  -2.32143  -28.088 -0.440  0.325  0.265 
2M17532295-2200110          6.84863   2.06093  190.762 -0.088  0.173  0.149 
2M17532295-2332496          5.51715   1.27811  112.498 -0.675  0.350  0.279 
2M17532337-2948285          0.12216  -1.89993  186.296 -0.651  0.391  0.290 
2M17532338-3314527         -2.84892  -3.64005 -164.850 -0.405  0.377  0.241 
2M17532357-2426385          4.74531   0.82102  132.375 -0.064  0.184  0.218 
2M17532374-1845029          9.65960   3.70289   13.410 -0.615  0.325  0.270 
2M17532376-2241232          6.25789   1.71020  121.925  0.300 -0.020  0.028 
2M17532394-3508100         -4.48323  -4.59291  -86.126  0.146  0.012 -0.004 
2M17532447-2510137          4.12105   0.44944  -26.532 -0.094  0.051  0.067 
2M17532499-2524186          3.91982   0.32862   38.320 -0.186  0.210  0.243 
2M17532540-2235502          6.34087   1.75164  -95.357 -0.714  0.353  0.232 
2M17532577-2441138          4.54001   0.69046   35.118 -1.414  0.341  0.253 
2M17532591-3247286         -2.44947  -3.41716  -71.145 -0.835  0.377  0.293 
2M17532599-2053304          7.81369   2.61343  -78.097 -0.848  0.346  0.265 
2M17532713-3425496         -3.86606  -4.24729 -140.249 -0.736  0.351  0.283 
2M17532738-3230341         -2.20322  -3.27929  -15.592  0.007  0.123  0.113 
2M17532772-1912268          9.27254   3.45893 -116.291 -0.708  0.304  0.284 
2M17532774-3038593         -0.59625  -2.33996   60.455 -1.067  0.171  0.116 
2M17532786-3310206         -2.77563  -3.61539 -217.643  0.332  0.039  0.035 
2M17532838-2246431          6.19027   1.64985  -70.823  0.355  0.070  0.016 
2M17532841-2504140          4.21469   0.48730  247.522 -0.439  0.352  0.249 
2M17532855-2419322          4.85696   0.86480 -132.840 -0.015  0.148  0.094 
2M17532859-2948204          0.13365  -1.91507  119.206 -0.180  0.154  0.181 
2M17532871-2220304          6.56770   1.87012  -46.260  0.404  0.064  0.011 
2M17532975-2518030          4.01880   0.36612  121.845 -0.515  0.178  0.138 
2M17533028-2055554          7.78738   2.57866   19.103  0.088  0.169  0.220 
2M17533032-2211184          6.70311   1.94248  -77.354  0.071  0.026  0.047 
2M17533058-1900027          9.45701   3.55348  -32.394 -0.136  0.190  0.138 
2M17533084-3306572         -2.72150  -3.59587  -91.982  0.007  0.184  0.167 
2M17533134-2502147          4.24886   0.49458  -63.976 -0.019  0.157  0.113 
2M17533160-2435410          4.63089   0.71834  200.781 -0.270  0.076  0.081 
2M17533173-3216191         -1.99016  -3.17253 -127.221 -0.102  0.287  0.240 
2M17533280-1838189          9.77478   3.72864  -72.095  0.246 -0.065 -0.035 
2M17533299-2523307          3.94657   0.30941   -8.190 -0.982  0.374  0.288 
2M17533335-3230388         -2.19371  -3.29808 -186.679  0.471  0.040  0.012 
2M17533355-3217510         -2.00899  -3.19096 -192.159 -0.209  0.254  0.240 
2M17533359-2951346          0.09627  -1.95798  -12.489 -0.243  0.266  0.240 
2M17533388-3322508         -2.94536  -3.73860 -145.559  0.386  0.088 -0.009 
2M17533401-2421373          4.83751   0.82933  189.417  0.102  0.138  0.076 
2M17533406-2205020          6.80065   1.98298  167.686  0.389  0.075  0.053 
2M17533435-2742129          1.95686  -0.86763   19.164  0.099  0.034  0.038 
2M17533455-2644569          2.77985  -0.38416  -41.144  0.095  0.069  0.040 
2M17533479-3254100         -2.53017  -3.50028  268.603 -0.756  0.351  0.279 
2M17533492-2034094          8.10982   2.74655   93.433  0.264 -0.002  0.008 
2M17533494-1859031          9.48003   3.54701  -61.340 -0.211  0.219  0.203 
2M17533504-1852083          9.57990   3.60480  -52.191  0.114  0.182  0.201 
2M17533515-2431073          4.70321   0.74531   38.523  0.264  0.221  0.221 
2M17533533-3220170         -2.04087  -3.21688   79.296 -0.405  0.294  0.228 
2M17533547-1847404          9.64513   3.64087  100.330 -0.231  0.235  0.245 
2M17533615-2108069          7.62350   2.45617  162.814 -0.063 -0.011  0.060 
2M17533665-3036227         -0.54254  -2.34551   16.195 -0.583  0.334  0.288 
2M17533684-2048176          7.91012   2.62096   24.404 -0.732  0.242  0.211 
2M17533705-3445207         -4.13082  -4.44037   51.694  0.403  0.096  0.049 
2M17533748-3049055         -0.72396  -2.45526   20.921 -0.234 -0.100  0.012 
2M17533786-2950434          0.11640  -1.96411  132.520 -0.352  0.243  0.253 
2M17533837-2403243          5.10763   0.96902  117.369 -0.159 -0.011  0.069 
2M17533876-2435588          4.64039   0.69245  109.122  0.031  0.025  0.049 
2M17533893-2950264          0.12240  -1.96504 -206.671 -0.664  0.408  0.291 
2M17533917-2944009          0.21523  -1.91157 -132.578 -0.260  0.219  0.280 
2M17533944-2908383          0.72438  -1.61380   27.158  0.219  0.080  0.030 
2M17534002-2404201          5.09746   0.95574  189.977 -0.598  0.336  0.256 
2M17534099-1855356          9.54192   3.55550  -90.359  0.170  0.107  0.057 
2M17534110-2236546          6.35604   1.69052   67.949 -0.434  0.261  0.287 
2M17534145-2522231          3.97888   0.29150   95.444 -0.359  0.182  0.254 
2M17534200-3320134         -2.89324  -3.74100   25.394 -0.281  0.290  0.223 
2M17534205-2320067          5.73688   1.32261 -133.057  0.227  0.126  0.055 
2M17534210-3426397         -3.85216  -4.29874  -68.741  0.001  0.174  0.092 
2M17534326-2509114          4.17192   0.39714   19.810  0.057  0.017  0.039 
2M17534394-2826411          1.33575  -1.27371 -124.628 -0.996  0.265  0.185 
2M17534470-2428532          4.75371   0.73298  -40.647  0.148  0.098  0.051 
2M17534478-2954347          0.07359  -2.01818 -117.816 -0.642  0.314  0.249 
2M17534510-3428520         -3.87881  -4.32615    0.480 -0.474  0.330  0.283 
2M17534539-3258494         -2.57858  -3.57143  -69.013 -0.325  0.341  0.284 
2M17534544-2437428          4.62830   0.65600  160.538  0.461  0.021  0.008 
2M17534550-2321567          5.71720   1.29576   22.684  0.102  0.023 -0.008 
2M17534556-2919521          0.57420  -1.72778  143.737  0.408 -0.034 -0.002 
2M17534612-2504177          4.24771   0.42919  -13.245  0.078  0.038  0.050 
2M17534632-3112002         -1.03776  -2.67559   70.608 -1.389  0.288  0.272 
2M17534644-3309513         -2.73586  -3.66727   87.461  0.383 -0.030  0.026 
2M17534689-1827574          9.95233   3.76754  -31.107  0.326  0.056  0.002 
2M17534747-2816113          1.49318  -1.19623   -6.303 -0.074 -0.121 -0.065 
2M17534779-1829046          9.93796   3.75508  157.648  0.087  0.082  0.043 
2M17534779-2511131          4.15144   0.36527   41.957  0.075  0.045  0.070 
2M17534809-2047281          7.94417   2.59009   19.138  0.342  0.030  0.019 
2M17534817-2522157          3.99349   0.27074  159.278  0.221  0.043  0.045 
2M17534872-2313413          5.84213   1.35483 -116.758  0.340  0.094  0.052 
2M17534882-3234226         -2.22002  -3.37636   63.201  0.500  0.033 -0.011 
2M17534891-2416517          4.93458   0.82079   39.475 -0.248  0.203  0.144 
2M17534930-2753512          1.81758  -1.01344  -51.712 -0.022  0.079  0.065 
2M17534972-2221302          6.59439   1.79191  246.636 -0.314  0.061  0.053 
2M17534972-2332524          5.56832   1.18955  170.631 -0.079  0.075  0.090 
2M17535011-2551198          3.57958   0.01887   92.515 -0.251 -0.001  0.002 
2M17535069-3414309         -3.66177  -4.22250  -30.861 -1.059  0.319  0.129 
2M17535115-2742445          1.98073  -0.92549  216.344 -0.219  0.242  0.263 
2M17535172-2513506          4.12122   0.33032  257.875 -0.640  0.284  0.233 
2M17535175-2415066          4.96522   0.82627  -10.681  0.127  0.211  0.138 
2M17535217-2700104          2.59434  -0.56925   78.517  0.080 -0.058 -0.010 
2M17535252-2136546          7.24133   2.15861  139.682  0.206  0.055  0.062 
2M17535269-3226262         -2.09868  -3.32133    0.652 -0.562  0.375  0.295 
2M17535317-2520339          4.02740   0.26885  -64.539  0.039 -0.022  0.016 
2M17535318-2447033          4.50891   0.55184   -8.144  0.048  0.060  0.041 
2M17535323-2242564          6.29297   1.59942 -166.954 -0.060  0.114  0.105 
2M17535340-3233018         -2.19248  -3.37892 -113.170 -0.317  0.296  0.238 
2M17535352-3027190         -0.38148  -2.32135   58.283 -0.610  0.249  0.225 
2M17535361-2429434          4.75881   0.69679   21.478 -0.844  0.322  0.231 
2M17535386-2402029          5.15699   0.92964   -6.815 -0.618  0.372  0.278 
2M17535387-3211519         -1.88654  -3.20243 -138.711 -0.201  0.250  0.208 
2M17535403-2059349          7.78150   2.46811   50.967  0.134  0.130  0.095 
2M17535435-2139559          7.20144   2.12703  -67.458  0.093  0.140  0.107 
2M17535440-2926295          0.49520  -1.81134 -164.044 -0.707  0.351  0.225 
2M17535480-2525316          3.95922   0.22165   21.536  0.142 -0.029  0.039 
2M17535530-2100456          7.76703   2.45392  115.635 -0.073  0.168  0.246 
2M17535555-2415331          4.96619   0.81010 -111.072  0.028 -0.011  0.006 
2M17535574-1909302          9.37070   3.38845   12.432  0.370  0.068  0.021 
2M17535598-2234308          6.41950   1.66138  -33.565  0.083  0.051  0.070 
2M17535665-2411250          5.02773   0.84142  -94.163  0.125  0.076  0.040 
2M17535667-3300446         -2.58636  -3.62160 -155.248 -0.065  0.026  0.064 
2M17535668-1858598          9.52406   3.47351  -34.447  0.366  0.096  0.039 
2M17535727-2932530          0.40854  -1.87419  -22.868 -0.768  0.356  0.271 
2M17535730-3300333         -2.58256  -3.62190 -219.746 -0.194  0.208  0.266 
2M17535744-2510036          4.18653   0.34369  142.251  0.166 -0.027 -0.006 
2M17535844-2934528          0.38196  -1.89469   37.603  0.320 -0.026 -0.004 
2M17535845-2355290          5.26021   0.97001    3.631  0.182  0.064  0.034 
2M17535860-2514065          4.13057   0.30573  -23.508 -0.155  0.033  0.071 
2M17535885-3224093         -2.05483  -3.32088   46.011  0.125  0.164  0.100 
2M17535904-3213275         -1.90029  -3.23157  -87.907  0.344  0.093  0.028 
2M17535992-3211521         -1.87580  -3.22090 -104.373  0.495  0.047 -0.014 
2M17540093-2449360          4.48719   0.50507   96.477 -0.863  0.274  0.267 
2M17540134-3330146         -3.00388  -3.88320   34.165 -0.148  0.283  0.218 
2M17540204-3426580         -3.82205  -4.36055 -116.854  0.306  0.062  0.021 
2M17540221-2300386          6.05588   1.42032  -52.768 -0.226  0.264  0.249 
2M17540248-3313100         -2.75540  -3.74339   11.646  0.389  0.037  0.016 
2M17540286-3255144         -2.49606  -3.59408 -177.815  0.011  0.062  0.043 
2M17540316-2251482          6.18483   1.49175   46.107 -0.182  0.007  0.061 
2M17540390-3210144         -1.84525  -3.21934    5.042 -0.785  0.326  0.282 
2M17540410-2737164          2.08351  -0.92055 -196.337  0.255  0.010  0.013 
2M17540410-2356200          5.25889   0.94426  208.148 -0.283  0.390  0.286 
2M17540482-3534476         -4.79842  -4.93582  -24.823 -0.238  0.197  0.176 
2M17540508-3238536         -2.25634  -3.46358 -129.195  0.162  0.130  0.060 
2M17540592-1847300          9.70831   3.53858   83.754 -0.197  0.256  0.210 
2M17540608-3021382         -0.27690  -2.31244 -284.773  0.396  0.057  0.046 
2M17540625-1827448          9.99397   3.70321  -46.940 -0.318  0.299  0.254 
2M17540648-2103495          7.74491   2.39058 -109.088 -0.277  0.267  0.252 
2M17540752-3210085         -1.83739  -3.22952  -48.590 -0.498  0.333  0.290 
2M17540762-2142474          7.18631   2.05861 -114.128 -0.239  0.196  0.239 
2M17540783-3513068         -4.47948  -4.76359 -150.825  0.212  0.123  0.052 
2M17540796-3314379         -2.76692  -3.77217  -88.136 -0.314  0.314  0.254 
2M17540797-2417124          4.96629   0.75546  -82.210  0.255  0.062  0.028 
2M17540807-3017597         -0.22085  -2.28797   28.540 -0.525  0.272  0.259 
2M17540887-2918543          0.63094  -1.79270   65.937 -0.717  0.278  0.238 
2M17540890-1842520          9.78106   3.56730  -56.364 -0.512  0.355  0.287 
2M17540914-2034016          8.17921   2.63243   25.105  0.200  0.024  0.011 
2M17540950-2507488          4.24184   0.32343   -3.797 -0.110  0.026 -0.005 
2M17540972-1857408          9.56899   3.44018   46.421  0.351  0.090  0.017 
2M17540978-1854489          9.61045   3.46402  -14.768 -0.267  0.224  0.204 
2M17541028-3510308         -4.43764  -4.74910   10.960  0.482  0.067  0.016 
2M17541034-3228018         -2.09033  -3.38832 -222.815 -0.261  0.252  0.207 
2M17541036-1909056          9.40566   3.34220   39.926 -0.290  0.273  0.207 
2M17541079-2255276          6.14707   1.43565 -179.882 -0.557  0.267  0.222 
2M17541144-2218581          6.67321   1.74107  -83.097 -0.175  0.191  0.153 
2M17541157-2904441          0.83972  -1.68175   24.907 -0.815  0.354  0.283 
2M17541166-2104400          7.74295   2.36610  136.110 -0.585  0.315  0.271 
2M17541244-2404212          5.15968   0.84923  113.817  0.400  0.051  0.012 
2M17541249-2744456          1.99156  -1.01040   30.552 -0.324  0.026  0.056 
2M17541258-3011058         -0.11335  -2.24390   -8.454  0.275  0.033  0.028 
2M17541317-3431204         -3.86601  -4.43018   78.181 -0.109  0.187  0.217 
2M17541351-2058144          7.83914   2.41400  141.699 -0.507  0.256  0.266 
2M17541357-1838253          9.85450   3.58869    8.053  0.394  0.056  0.049 
2M17541426-2735446          2.12451  -0.93998  -27.222  0.325  0.035  0.007 
2M17541520-2743431          2.01158  -1.01022   18.562 -0.406  0.335  0.304 
2M17541553-3322057         -2.86137  -3.85751   15.745  0.478  0.030  0.016 
2M17541610-2807408          1.66872  -1.21511  203.727 -0.355  0.361  0.312 
2M17541670-3422153         -3.72856  -4.36469   36.390  0.406  0.071  0.074 
2M17541681-2037555          8.13819   2.57381   66.707  0.085  0.046  0.068 
2M17541716-3310076         -2.68572  -3.76212  164.007  0.370  0.166  0.092 
2M17541734-2938587          0.35763  -1.98829  151.448  0.467  0.028  0.001 
2M17541747-2521345          4.05925   0.18141  226.684 -0.266  0.190  0.258 
2M17541751-3212454         -1.85732  -3.28192 -132.664  0.535  0.051 -0.005 
2M17541769-2949044          0.21297  -2.07440  151.991 -0.679  0.272  0.220 
2M17541855-3218041         -1.93207  -3.32967    1.018  0.133  0.151  0.093 
2M17541944-2241298          6.36472   1.52465 -175.153  0.321  0.098  0.041 
2M17541950-3230446         -2.11322  -3.43890  139.540 -0.261  0.296  0.269 
2M17541952-3038576         -0.50193  -2.49988  147.531 -0.135 -0.013 -0.005 
2M17542055-2527262          3.98085   0.12196  163.421 -0.110  0.255  0.262 
2M17542062-2416107          5.00541   0.72267  201.159  0.309  0.126  0.042 
2M17542103-2518290          4.11047   0.19591   93.760 -0.830  0.298  0.244 
2M17542174-2130021          7.39753   2.11884  181.756  0.301  0.122  0.058 
2M17542176-2104023          7.77185   2.33751  213.264 -0.328  0.318  0.300 
2M17542213-2922503          0.59869  -1.86739  192.324 -0.234  0.267  0.272 
2M17542232-2505273          4.30021   0.30160  -30.145  0.135  0.008 -0.002 
2M17542245-2039572          8.12007   2.53777 -142.778 -0.403  0.323  0.262 
2M17542330-2356563          5.28718   0.87610  181.284 -0.642  0.323  0.269 
2M17542331-3317338         -2.78228  -3.84298   52.996 -0.533  0.319  0.313 
2M17542358-2055066          7.90401   2.40649    2.737 -0.402  0.146  0.051 
2M17542381-2100567          7.82042   2.35666   -6.957 -0.428  0.318  0.290 
